",""traitmDR:traitmDR.animal"",""traitfDR:traitmDR.animal"",""traitmDR:traitfDR.animal"",""traitfDR:traitfDR.animal"",""traitmDR:traitmDR.round.sec"",""traitfDR:traitmDR.round.sec"",""traitmDR:traitfDR.round.sec"",""traitfDR:traitfDR.round.sec"",""traitmDR.units"",""traitfDR.units"""
147,0.00694272503239216,-0.0111212343387057,-0.0111212343387057,0.0226815807100429,0.00404199709070743,-0.000350793531424948,-0.000350793531424948,0.00426661054261623,2.94051265256966,24.9886183514785
148,0.00322770958222918,0.00222892521647122,0.00222892521647122,0.0136843420375954,0.00154618572147165,0.000681793734358449,0.000681793734358449,0.00728262182884052,3.34294283216205,24.5914004564394
149,0.003384571135941,-0.00354232381323238,-0.00354232381323238,0.0277361616563938,0.00252903553738069,0.001500218111813,0.001500218111813,0.00682130564188784,3.20608599635629,24.0251723801838
150,0.00618104659912308,-0.00135736825805977,-0.00135736825805977,0.00609287929160223,0.00278477295151585,0.00160929422823125,0.00160929422823125,0.00529447463665828,3.17776487822194,25.507675351727
151,0.0073453966676737,-0.00102357885875282,-0.00102357885875282,0.0224691200081183,0.00175249185811896,-0.000269931239258836,-0.000269931239258836,0.00742335964163804,3.22153062557469,24.5313508011742
152,0.00394981605654252,0.00216317430581936,0.00216317430581936,0.00574818146543893,0.00326541832439273,0.00011055254185352,0.00011055254185352,0.00502748264315612,3.32886206290438,24.5723665221214
153,0.00846280307925782,-0.00108495920857066,-0.00108495920857066,0.00596086989878505,0.0144485456960405,-0.000570612220228639,-0.000570612220228639,0.00697357891101463,3.19176212001276,23.9802733164232
154,0.0043246193624009,-0.00160591793742093,-0.00160591793742093,0.0111883203297351,0.00309766834854681,0.000370223085333882,0.000370223085333882,0.0223058673849005,3.31253849565146,23.5885191261898
155,0.00525231807089263,-0.000672707406317641,-0.000672707406317641,0.019713365426385,0.00250860457353035,-0.000766328783783132,-0.000766328783783132,0.018869952944254,3.20781040464686,23.5856031680583
156,0.00922872110715827,0.00281142090522335,0.00281142090522335,0.0611999125721895,0.00446531689454166,-0.000589745197974501,-0.000589745197974501,0.00908791925821946,3.06428374297305,22.2323692446453
157,0.00273729277711193,-0.00243743431003529,-0.00243743431003529,0.0102169161127935,0.00397459176545112,-0.00251445584226262,-0.00251445584226262,0.00496389718932546,3.20912300664629,25.0446273077578
158,0.0130634217825099,-0.00332230295369462,-0.00332230295369462,0.0159939317737444,0.00379598667057724,-0.00161706897923461,-0.00161706897923461,0.0162414944563436,3.17988293734141,25.7722499595154
159,0.00632277675581201,0.00160107561009859,0.00160107561009859,0.0128195163673157,0.00199515309519503,-0.001123157352938,-0.001123157352938,0.0053751462275026,3.38348809293273,24.1518062312635
160,0.00295452217128401,-0.00109667555399995,-0.00109667555399995,0.00441491112539142,0.00210256611502916,-0.00146729540000437,-0.00146729540000437,0.00740073122325416,3.22944444125556,24.9992592077339
161,0.00298150523289684,0.00138879172531092,0.00138879172531092,0.0149818710342752,0.00523780348184502,-3.56402625152075e-05,-3.56402625152075e-05,0.00611046199986853,3.13703217179993,25.2961842893099
162,0.00881478793636774,0.00356544872407061,0.00356544872407061,0.0169534480306491,0.00144589481910111,-0.0027617371723363,-0.0027617371723363,0.0107959310056317,3.30690915035339,25.2251441551836
163,0.0030818004808268,0.00132757413460771,0.00132757413460771,0.0161763938876246,0.0014512194726811,0.000127474532435889,0.000127474532435889,0.00813265561354133,3.25396736376734,23.4722829085461
164,0.00750441217143598,0.00303351273717278,0.00303351273717278,0.0293622587725175,0.00246447788636029,0.00164997513039578,0.00164997513039578,0.00584626000010088,3.21768330767443,24.4812965568104
165,0.00578384047743685,-0.00167877946823269,-0.00167877946823269,0.0105679610528317,0.00204745911601578,0.00125237840275638,0.00125237840275638,0.00602161723748947,3.21032598207758,24.7010877821367
166,0.00268899409684631,-0.00965204018970928,-0.00965204018970928,0.0428387261269683,0.00350691486359791,-0.000117100860221431,-0.000117100860221431,0.0109277559683658,3.1971829288052,24.8595824425593
167,0.204541439219543,-0.677264537053646,-0.677264537053646,1.50913610425293,0.00909504703942711,-0.00193744290434328,-0.00193744290434328,0.00588306571029408,3.11954497525319,21.1756338341901
168,0.00699574886803699,0.000660128690763484,0.000660128690763484,0.018205722211036,0.00345112434137568,-0.000642811452208625,-0.000642811452208625,0.00916102611475282,3.24301908253531,24.8862057560594
169,0.0107634577166912,0.00235252980077316,0.00235252980077316,0.0284521202373236,0.00353349996332728,0.000707457973571968,0.000707457973571968,0.00703863848379238,3.08991802202045,23.4297879622113
170,0.00314333979135654,-0.000699336755855318,-0.000699336755855318,0.0103725614159445,0.00697135978353296,-0.000393188087198237,-0.000393188087198237,0.00675256313563559,3.16102193511174,24.3166795184405
171,0.00193817021057312,0.000779958802369918,0.000779958802369918,0.0287152439857306,0.00791161930420972,0.000276393212347292,0.000276393212347292,0.00716465755132104,3.44515775508698,25.0929090389841
172,0.0110721551370681,-0.0035872764363174,-0.0035872764363174,0.00822500372951861,0.00474986681459134,-0.000710938615147788,-0.000710938615147788,0.00584159001496964,3.21362116406102,24.2152745355769
173,0.0058457217806288,0.00255912422727045,0.00255912422727045,0.0197953522749137,0.00761885759706944,0.00286233322054974,0.00286233322054974,0.0115310285945845,3.12892631124437,23.6790126693818
174,0.00912938307380054,-0.0090509959382834,-0.0090509959382834,0.0472361328508787,0.00157979832004237,0.000101956933260428,0.000101956933260428,0.0063883741833616,3.28040014269161,23.8728012247433
175,0.00523895779723803,0.00124603730526029,0.00124603730526029,0.0116563999991401,0.00709156253220494,0.00295853725797857,0.00295853725797857,0.0100277797490141,3.18805373779712,25.2494001934013
176,0.00635321274811609,-0.0105943544341975,-0.0105943544341975,0.0135577368511716,0.00284946749698948,-0.000606799720434814,-0.000606799720434814,0.0066542539421113,3.18176615762911,25.1640548415858
177,0.00343156156534455,0.000831239985141785,0.000831239985141785,0.00991064845434896,0.00473860713014446,0.000864209461613585,0.000864209461613585,0.00876250695933118,3.34202324437765,25.2141263357675
178,0.00472078648554934,0.00338452152457513,0.00338452152457513,0.0167599412285656,0.00292837548306503,-0.00167805288209807,-0.00167805288209807,0.00492912703490494,3.12363232893963,24.7913580682023
179,0.0189050022067504,0.0449061656872281,0.0449061656872281,0.0497998603169013,0.00365659304305507,-0.00264380944646064,-0.00264380944646064,0.0121960644473406,3.08700464232822,24.7802563766498
180,0.00353919201583642,0.00462316289236764,0.00462316289236764,0.0162004925076885,0.0123012093068489,0.00118239483825569,0.00118239483825569,0.0080890813176672,3.18518764879283,25.4028876797695
181,0.0084796327829789,0.00319619659089865,0.00319619659089865,0.0233564399467295,0.00354736393921638,-0.00173389494944121,-0.00173389494944121,0.00787825756155058,3.20420300967324,24.3183131006416
182,0.0053766418286442,0.00138912054455242,0.00138912054455242,0.044955411309038,0.0090139722501235,0.000323726700008381,0.000323726700008381,0.00341426703097945,3.0823982705884,24.4233527086111
183,0.00387353782722649,0.00023825711797798,0.00023825711797798,0.0287277639131465,0.00275859609575204,-0.00197679764996617,-0.00197679764996617,0.0169225808502674,3.21354648529076,24.9393382931544
184,0.00468014590213552,-0.00349107239627511,-0.00349107239627511,0.0122558567216402,0.00211670912342441,-0.00108851939183491,-0.00108851939183491,0.00360631952344804,3.06600235958776,24.9648866476935
185,0.380539773169735,0.291853697343641,0.291853697343641,0.0153864397063864,0.00238519058114703,0.000151749623388708,0.000151749623388708,0.00481408591454777,2.89166259514928,24.0058281997542
186,0.0063383896600636,0.00287112185387223,0.00287112185387223,0.00908267826908871,0.00327718903966726,-0.000824470549354916,-0.000824470549354916,0.00477860298537555,3.295354385141,25.2013618955765
187,0.00383330660354091,8.96924114190956e-05,8.96924114190956e-05,0.00700860247443638,0.0063546477515786,-0.00489614489079787,-0.00489614489079787,0.0106777024096356,3.35440692658306,25.8992139693555
188,0.421607598008604,-0.105667101954599,-0.105667101954599,0.0178257962377953,0.00451880864413588,-0.00146930295142733,-0.00146930295142733,0.00712942804619918,2.65689394217678,24.3400014100251
189,0.00366974859227354,-0.00320004833923804,-0.00320004833923804,0.0405708751855832,0.00361380146514039,0.00553775986034127,0.00553775986034127,0.0175874826422412,3.08193701905101,24.3097477196584
190,0.0412887753097653,0.412530812711902,0.412530812711902,0.179943738632198,0.00325695933130417,-0.0010992534248484,-0.0010992534248484,0.00775204013767516,3.23984846538015,24.0823911084276
191,0.00418993185859778,-0.00334191101717907,-0.00334191101717907,0.0234877522897339,0.00322177085561497,0.0006462112679676,0.0006462112679676,0.00737841438883688,3.02226133223792,25.3770508659095
192,0.00965379933825316,-0.00502012213982184,-0.00502012213982184,0.0365274084174769,0.00274752292411028,-0.00080570318280121,-0.00080570318280121,0.00541958039060351,3.01877935533231,25.1760495621014
193,0.010083192797522,0.00435397762343359,0.00435397762343359,0.016494400716834,0.00241116869981697,-0.00161477337693944,-0.00161477337693944,0.0058434076094446,3.14997183905648,25.5451758590798
194,0.00486797826696354,0.00346346273682308,0.00346346273682308,0.0138082395963206,0.00441807091630912,8.89370579517101e-05,8.89370579517101e-05,0.0134267423162713,3.03819768486208,25.8620952258305
195,0.00449677564348686,-8.22488714620206e-05,-8.22488714620206e-05,0.00685281890109742,0.0343004273674882,0.00698881785215372,0.00698881785215372,0.0141338060401692,3.24534553253938,24.1906004184881
196,0.00470048189253924,0.00162643266003515,0.00162643266003515,0.0231617090167058,0.00257578762988,0.000110335525970784,0.000110335525970784,0.00740621980677326,3.10701462953157,23.0234742844603
197,0.0026626791229344,-0.00146441766835248,-0.00146441766835248,0.0173302430661825,0.00479653113805669,-0.00265617601901243,-0.00265617601901243,0.0107832328354404,3.18384534826348,23.1199526802421
198,0.00828204950003207,0.00148481921460519,0.00148481921460519,0.0078567311431379,0.00606175517645316,-0.000588020288823349,-0.000588020288823349,0.00701318738446525,3.2248932294842,24.6812199595778
199,0.00370964117351736,-0.000242019084126355,-0.000242019084126355,0.00968199285151115,0.0035384077922976,0.000374545890569233,0.000374545890569233,0.00561803582242983,3.12919692675209,24.1863410691254
200,0.0172979246448893,-0.00259325178512748,-0.00259325178512748,0.010263630697778,0.00979443725923492,-0.000771184580123097,-0.000771184580123097,0.00744067196301485,3.21030019196515,26.4713940428247
